Review,sentiment
"When you get inside, u will be overwhelmed by the number of options u have. The place is very beautiful with the lights etc. What they have different from the other barbeque places is that they have a private space/dance floor right in the middle which can be used for hosting birthdays. The waiters are trained to dance for the birthday celebrations too. They also serve ice gola in a cute little cooker. What you can expect is a great BBQ spread and a fun time.",positive
"As the name suggests this place is huge, with lots of sitting option, great hospitality and delicious food this place is surely going to win your heart. They offer a lot of varities for both vegetarian and non-vegetarian. For starters we tried Pani Puri and Raj Kachori both were excellent. Then we tried Vegetarian and Non-Vegetarian Pizza both were good. Moving on to main course we tried Chicken fried rice , Egg Kurchen, Sarso Crab and Murgh Makhani, all the dishes were brilliantly made. Coming to desserts, they have a huge section for it, amongst those the ones which I found exclusive were Malai Kulfi, Kala Khatta Gola and Semiya Kheer. They also offer something which i had never tried before it's a Paan Shot, and to be honest it was very refreshing. They also have a really nice way to celebrate birthdays, what they do is people who serve there they perform to the song of your choice and wish you a very happy birthday. Overall, its a lovely and a must visit place.",positive
"Nice ambience,love the food,just love the dessert spread,love the menu",positive
Went for a dinnner date over a weekday. The ambience is welcoming. The ambience is well lit and spacious. They have an eloborate menu with lot of options. Starters: Other than grills we have wish grill and other starters table served. And everything is great and customized to taste. Main course: Wide varieties of main course. Tasted a few and it was great. Desserts: there are 4 live counters for deserters and it is great. Overall a great experience. Asim & Susanth served us. And the service was warm and great!,positive
"Located in the prime location of Marathahali , the big barbeque has become one of the favourite places for corporate lunch and dinner! Serving more than 180 items in buffet , this place has variety of options for everyone. Loved the ambience as the place is huge and has sufficient seating arrangements done. The staff is friendly and they have planned many entertainments which they perform frequently every hour. I recommend to give this place a try if you are looking for buffet options.",positive
"The Big Barbecue is the new buffet joint in the town and it is a GIANT!!! there are handful of options, too much of varities. Food was really good, staffs were really courteous and helpful. Special mention to Asim, he was really helpful. He made our experience special...",positive
"Went to this huge really huge place. i think so it is one of the biggest barbecue place in Bangalore. i could see a huge lobby when i entered the place and was very much surprised with the village theme. After crossing the lobby we entered the dining area which was really beautiful and again very huge. i guess they can actually accommodate 200+ ppl at one go. Talking about the food they have lots and lots of options compared to other barbecue places. good enough counters for sweets, pizza , live grill , pasta and bar. i loved many things in food. The items they serve in th bbq in veg and nonveg both were really delicious. i loved the real soft fish and prawns which had a charred flavour. on the love grill i liked octopus and squid. they served us with chuski in between which was served in a miniature cooker which was super cute. overall i had a great experience. would recommend you guys to give it a try once hope you love it.",positive
"Woww this place has now come near to my office, the best place to go for your office outing or team lunch or even for a family dinner. This is the best place so far i liked for barbecue they have huge varieties of food ranging from different live counters to dessert. Some nice points: 1. nice waiting area. 2. separate smoking room 3. huge place with lots of ventilation 4. great dance by the staff 5. live chat counters and grills which are amazing. 6. live jalebi and pizza too. 7. welcome drink was amazing. what i would like to give suggestion is have paneer specially for veg in barbecue, some people don't eat mushroom they have more mushrooms in barbecue. A must visit place. Ambiance: 5/5 food: 4.5/5 service: 4.5/5 foodtravelpedia.wordpress.com",positive
"When you get inside, u will be overwhelmed by the number of options u have. The place is very beautiful with the lights etc. What they have different from the other barbeque places is that they have a private space/dance floor right in the middle which can be used for hosting birthdays. The waiters are trained to dance for the birthday celebrations too. They also serve ice gola in a cute little cooker. What you can expect is a great BBQ spread and a fun time.",positive
"As the name suggests this place is huge, with lots of sitting option, great hospitality and delicious food this place is surely going to win your heart. They offer a lot of varities for both vegetarian and non-vegetarian. For starters we tried Pani Puri and Raj Kachori both were excellent. Then we tried Vegetarian and Non-Vegetarian Pizza both were good. Moving on to main course we tried Chicken fried rice , Egg Kurchen, Sarso Crab and Murgh Makhani, all the dishes were brilliantly made. Coming to desserts, they have a huge section for it, amongst those the ones which I found exclusive were Malai Kulfi, Kala Khatta Gola and Semiya Kheer. They also offer something which i had never tried before it's a Paan Shot, and to be honest it was very refreshing. They also have a really nice way to celebrate birthdays, what they do is people who serve there they perform to the song of your choice and wish you a very happy birthday. Overall, its a lovely and a must visit place.",positive
Came for lunch.Varities are very less. They brought all burned grilled items told to remove they replaced with fresh items. Starters and main coarse was tasty. Special grill was hopeless. Seafood grill was stinking it was not fresh. Ram babu was good in serving the food.,negative
"So, been here today and the place was packed ...inspite of booking, had to wait for 10 min. It’s same like barbecue nation. Mr. Naseerull served us, very friendly person and he provided us very good service. Food is same with starters of chicken mutton fish prawns n some vegis ..live counter with specialties of duck turkey octopus etc..dessert counter is nice but taste is average. Overall a good experience.. loved the fish gravy with fried rice.",positive
On the occasion of wifey's birthday we had visited here ! First of all we say the zomato rating which made us to come here. But then it is worth all the rating..truly ! The best thing which I felt was the courteous staff here and to mention Jahangir helped us through our meals and gave very good suggestions! Thanks for that. Ambience- 4/5 Food -4.5/5 Hospitality- 5/5 Service - 5/5 Pocket friendly- 4.5/5 Note : The best thing to crave here are the Veg starters. Too good !,positive
Based on zomato reviews & ratings visited this place for team lunch. We opted for veg buffet and below review is based on same. Variety of starters were there and they were quite tasty as well. However main coarse only had few options and we tried only few items. Desserts were quite tasty and we really loved them. Service was really nice and staff was quite active on floor. Overall worth trying if looking for buffet in EC area.,positive
Loved the place and food too. Lot of options in the buffet. Service is very quick and dedicated specially by jahangir sir. Very good place for foodie. Will look forward to some surprise food menu for the next time.,positive
"Came here for lunch today. Loved the starters. All of them were perfectly made with the perfect amount of spices. Look out for the awesome dishes in the main course. Nati chicken and crab goan curry were awesome. There were a lot of items in the live counter starting with rabbit, octopus, duck, prawns, squid and fishes. Jahangir helped us with the starters and had shown great hospitality. Had a chat with him and came to know he is from Murshidabad. You can personally ask for him if you want to have a great experience here. Would love to visit again. Looking forward to some more great dishes next time.",positive
It's an lovely experience to be in this new buffet restaurant. I came here by seeing the Zomato review only. And the food and service was just great. Jahangir was the name of the waiter who was serving us. He is very polite and the service ambiance everything we just loved.,positive
"So happened to come here on a weekday. Amazing hospitality by the staff. Special mention for Koushik who throughout the time assisted me and my friend. He made sure that our first visit and my friends birthday went smooth with a rich and pleasant experience. Ambience and food 10/10 for sure, special mention being the salsa potato, veg kebab and desserts. We also ordered Virgin Margherita which was too good. Well lit area and latest songs. Thanks to Big Barbeque and staff for celebrating my friends birthday, singing him a song and of course the cake. Keep up the good work and I hope to visit it again.",positive
"Few days back, on my friend farewell we have gone to this newly opened restaurant “the big barbeque”. Even through the place is small but can handle larger group is people. Usually being a foodie I like to take every thing, but unfortunately I did not like the main course( non veg) and the live sweet section . The live food and the bbq starters were great and taste. But the best part is the service of the waiters there are always around you to get a great experience.",negative
"Had a wonderful time at AB’s with a small cake mixing event post which, I binged on their buffet for the second time. Let me tell u this, I stopped BBQ nation long back coz they din have the VARIETY back then (not sure now), but these guys have some great stuff at the live counter which I was super excited about. To begin, they have the BEST STAFF I have come across in these 30 years. No friggin jokes. The live counter was awesome and the starters too. Din have the space to belt main course so jus had roti n some very standard/average non veg gravy which is expected at places where they serve buffet. The desserts were many so had a tough time to choose from in order to control to sugar intake, however, couldn’t resist the mini Gulab Jamuns 🔥 It was awesome. Thanks to Zayed, Javed and all the staff for an amazing time. Catch highlights on my Instagram page: @bangalorefoodboy89",positive
"Great starters , average dessert , but main course was not impressive. You wouldn't care much about the main course anyway though. Dessert selection could be better.",positive
This place remains very crowded. The place is full of energy. Staff is super friendly and warm. They had a large option of starters and main course and really exotic ones. They serve starters on the table and main course and desserts are spread in buffer. Overall a good experience. I had a great evening.,positive
"If you are looking out for buffet AB's is ideal choice. This place is always packed better book online and go. The do provide good barbecue'd veg and non veg.I liked Desserts more than anything,Among the barbecued I liked jamun it was first time I had barbecued jamun it was really good! Service is also good ! Staff are also amazing! Ambience they could hv improved! They do give birthday cake and play Music This place highly recommend for team/family's lunch or dinner Overall Food -4/5 Ambience-3/5 Service-5/5",positive
"Would I Recommend ➡️ No Ambiance Very congested and gets pretty warm once the table grills are on. A few of the alcohol on menu not available at the bar. Firstly the options are less and it's a disappointment to Not have them. Food The grills that were served on table were either very bland or over cooked, hard and chewy. So most of the grills on table were repeated heated/cooked before it comes to table as a result the chicken very chewy and the prawns very stiff. The Veg grills were not good either. The Paneer hardly had a marination to it. We asked for chicken chilly and what came to table was a disaster. I request the management to focus on the concept what ABs is popular for. As a audience we demand quality food and not quantity merely. The cocktails and mocktail were overly sweetened too. Which again was very poor to see here. Main course gravies were pretty decent and the Biryani overly bland. So in all it was a poor experience. #notrecommended",negative
"Went to AB's for team lunch. This place offers a lot of varieties when it comes to food. The starters were good but were too bland and the complementary drinks were good too. The live counters had momos, noodles, paani puri and a lot of different meat. The desserts were good and there were a lot of options. The staff was good. Overall it is a good buffet place. If you can eat a lot then this place is for you!!",positive
"One of the best barbeques i have visited ever! Love love love the food,starters, desserts, maincourse what not! The staffs are so courteous and they treated us so well Specially i would love to mention Gurusharan ,he was so attentive to all our requests as well as i would appreciate the work of Ashish(manager) for his hospitality . Overwhelmed and happy. Must visit",positive
"The Dining Experience was great. The staffs were corteous and trying there best to serve the customers. Talking about the food, they offer really good varities of starters, main course and desserts. You can find variety of meats from rabbits, quail, squids etc. They also have good options for vegetarians.",positive
My personal fav...rather our family restaurant All the starters are just awesome Desserts are heavenly...they pamper u... Above all the staff is way too good... our personal favourite Veer (who is now in Hyderabad) and Ashish who treats us so well,positive
Just awesome no one can beat...the way they serve specialy naseem and sudhir...they r very enerjetic and and prompt... Come to the food ther some festival going Wiche was amaging with dance performance by staff and wide range of starter and dessert.. I will strongly suggest for dessert dont miss any of the one...all ammaging..... And most importaint celebration at end that will daffinitly make yyou feel awesomee....kuddddoooos guys...will back again n again,positive
"Had a wonderful time at AB’s with a small cake mixing event post which, I binged on their buffet for the second time. Let me tell u this, I stopped BBQ nation long back coz they din have the VARIETY back then (not sure now), but these guys have some great stuff at the live counter which I was super excited about. To begin, they have the BEST STAFF I have come across in these 30 years. No friggin jokes. The live counter was awesome and the starters too. Din have the space to belt main course so jus had roti n some very standard/average non veg gravy which is expected at places where they serve buffet. The desserts were many so had a tough time to choose from in order to control to sugar intake, however, couldn’t resist the mini Gulab Jamuns 🔥 It was awesome. Thanks to Zayed, Javed and all the staff for an amazing time. Catch highlights on my Instagram page: @bangalorefoodboy89",positive
"Great starters , average dessert , but main course was not impressive. You wouldn't care much about the main course anyway though. Dessert selection could be better.",positive
This place remains very crowded. The place is full of energy. Staff is super friendly and warm. They had a large option of starters and main course and really exotic ones. They serve starters on the table and main course and desserts are spread in buffer. Overall a good experience. I had a great evening.,positive
"If you are looking out for buffet AB's is ideal choice. This place is always packed better book online and go. The do provide good barbecue'd veg and non veg.I liked Desserts more than anything,Among the barbecued I liked jamun it was first time I had barbecued jamun it was really good! Service is also good ! Staff are also amazing! Ambience they could hv improved! They do give birthday cake and play Music This place highly recommend for team/family's lunch or dinner Overall Food -4/5 Ambience-3/5 Service-5/5",positive
"Would I Recommend ➡️ No Ambiance Very congested and gets pretty warm once the table grills are on. A few of the alcohol on menu not available at the bar. Firstly the options are less and it's a disappointment to Not have them. Food The grills that were served on table were either very bland or over cooked, hard and chewy. So most of the grills on table were repeated heated/cooked before it comes to table as a result the chicken very chewy and the prawns very stiff. The Veg grills were not good either. The Paneer hardly had a marination to it. We asked for chicken chilly and what came to table was a disaster. I request the management to focus on the concept what ABs is popular for. As a audience we demand quality food and not quantity merely. The cocktails and mocktail were overly sweetened too. Which again was very poor to see here. Main course gravies were pretty decent and the Biryani overly bland. So in all it was a poor experience. #notrecommended",negative
"Went to AB's for team lunch. This place offers a lot of varieties when it comes to food. The starters were good but were too bland and the complementary drinks were good too. The live counters had momos, noodles, paani puri and a lot of different meat. The desserts were good and there were a lot of options. The staff was good. Overall it is a good buffet place. If you can eat a lot then this place is for you!!",positive
"One of the best barbeques i have visited ever! Love love love the food,starters, desserts, maincourse what not! The staffs are so courteous and they treated us so well Specially i would love to mention Gurusharan ,he was so attentive to all our requests as well as i would appreciate the work of Ashish(manager) for his hospitality . Overwhelmed and happy. Must visit",positive
"The Dining Experience was great. The staffs were corteous and trying there best to serve the customers. Talking about the food, they offer really good varities of starters, main course and desserts. You can find variety of meats from rabbits, quail, squids etc. They also have good options for vegetarians.",positive
My personal fav...rather our family restaurant All the starters are just awesome Desserts are heavenly...they pamper u... Above all the staff is way too good... our personal favourite Veer (who is now in Hyderabad) and Ashish who treats us so well,positive
Just awesome no one can beat...the way they serve specialy naseem and sudhir...they r very enerjetic and and prompt... Come to the food ther some festival going Wiche was amaging with dance performance by staff and wide range of starter and dessert.. I will strongly suggest for dessert dont miss any of the one...all ammaging..... And most importaint celebration at end that will daffinitly make yyou feel awesomee....kuddddoooos guys...will back again n again,positive
Mr Gowhar iz An energetic person Today We are Going for Dinner party at Btm Absolute Barbecues We enjoy Alot with my friends And the staff was very polite Especially Mr GOWHAR he provides us Great service and thnx abs,positive
"East or West Ab's is the best !! Brazilian Food Carnival is ON at ABs !!This is the best place in the city for BBQ , loved their prawn and chicken bbq , crispy corn was yum , they have very good options in Wish grill both in Veg and nonveg i tried EMU , duck , shark , bunny mis sea food melody it was a feast !! they have huge spread in main course as well , in the non veg section they served chicken biriyani , chicken curry , egg curry , brazilian Lamb sarapatel , brazilian casquinha(stuffed crabs )!! And dessert lovers this is the place you need to be ice creams , cheesecakes , jamuns , saffron phirinis ,empanadas , churros etc etc !!! if u have a good apetite and u are hungry enough this place u need to visit , totally worth the money and pretty good ambience !! i would suggest to vist with prior reservation as this is a pretty busy place !!",positive
"Namaste ! We recently visited AB's in btm layout for their Brazilian food festival , and let me tell you it was an amazing experience! It's a huge place with a Brazilian setup and some games in the starting too ! The service was really good . For food they had a lot of options for veg as well as non veg For the grill we had watermelon , mushrooms, paneer , pineapple , corn . We loved the pineapple and watermelon skewers . The paneer and mushrooms also were really good and marinated perfectly . For starters we had Cheesy potato , crispy corn and kebabs . They were absolutely delicious and you must definitely try them ! Then we had some exotic veggies , pasta and biryani for mains And desserts they had loads of varieties - brownies , rasmalai , stoned ice cream and many more Overall it was a feast and must visit place for barbecues Food - 4.5/5 Ambiance - 4.5/5 Service - 5/5",positive
"Absolute barbecue is absolutely the best buffet serving outlet in bangalore serving the best Tandoor n BBQ dishes with one of the best taste and quality. Brazilian food carnival was the best which included dishes such as shrimps, crabs, chicken etc. And one of the most happening food events is here at Absolute Barbecue. Exotic meats such as Quail : 5 /5 Rabbit : 5 /5 Emu : 5 /5 Shrimps : 5 /5 Shark : 5 /5 Octopus : 5 /5 Which was unique n best in its making n taste Staters Tandoor prawns : 5 /5 BBQ chicken : 5 /5 Chicken leg piece : 5 /5 Brazilian chicken soup : 5 /5 Tandoor fish : 5 /5 Fried prawns : 5 /5 Main course Chicken dum biryani : 5 /5 Dhal makhni : 5 /5 Vegetable salad : 5 /5 Along with moctails such as cool blue mint n watermelon MOJITO served the best to the meal. Overall Service : 5 /5 Food : 5 /5 Ambience : 5 /5",positive
ABs in BTM is located in Prime location near to Petrol Pump. It's a perfect place for outing with group of people. I especially went there for Brazilian Food Carnival and I had an amazing evening there with scrumptious barbecue meals and yummylicious desserts. My personal favorite was chilli chicken! Overall I would rate this place 4/5 Starters 5/5 Main course 4/5 Service 4.5/5 Music 4/5 Hygiene 4.5/5 Ambience 5/5,positive
"AB's is a very well known food chain for BBQ , I visited this place during Brazilian Carnival Food festival where they had fully decorated the place with Brazilian theme and had lots of Brazilian dishes. Ambience - Well Decorated ambience, good one for buffet. Service - Wonderful service, Immediate response and nominal time delivery. We tried out BBQ of Prawns, fish, mushroom, chicken, BBQ Sliced pineapple. Tried out Brazilian special dishes as well, lots of varieties in general. Vegetarian dishes like potato steak, pastels were good. For main course Started with Brazilian chicken foot soup, chicken biryani, Crab masala cirry. Deserts They had more than 10 varieties from pastries to rasmalai. Cold stone ice cream was also available with all flavours. Wonderful place for corporate, family or friends outing.",positive
"The name justify's what this place is all about! Been here for the Brazilian Food Carnival and I was in the mood to fire up the grill and have myself some vegetarian Barbeque! A beautiful Brazilian theme setup right from the entry area and even till the exit. Excellent place for food lovers/Non Vegetarians as they have a exotic menu with grilled barbeques,wide range of buffet,chats section, dessert and what not? They never failed to impress with the service and qaulity of food! Buffet/BBQ had a lot of options to choose from. The place is quite spacious to have a large group for lunch/dinner. Parking space is available even though it's in the main road of buzzing BTM layout! Finally the dessert section stole my heart with more then 10 varieties of options! Highly recommend and best place for buffet at a reasonable price✨",positive
"Acaraje, Brazilian Collards, American Cheese Potatoes, Frango Grelhado, Bahin Barbeque Fish, Brazilian Vatapi and yes, we are speaking Brazilian Food in Namma Bengaluru. These exotic dishes are from the Brazilian Food Carnival of Absolute Barbeques. With a man dressed as on a Brazilian beach, selling Tequila shots and enchanting Brazilian board games, the theme has completely been setup for the carnival. With all the Brazilian delicacies we also get served the amazing Barbequeas. The desserts are good and the spread of the buffer is huge and ABs never disappoints with its food. Like always, they have exotic meats with both veg and non vegetarian category. The service is fantastic and food is great. Had a good time here. Bon Appetit, Ghatotkatcha",positive
Perfect place to die for Barbeques. Enjoy the starters with great variety and main course also fills your tummy with taste. Lastly finger licking deserts and ice cream calms your fiery stomach. Loved the ambience and hospitality.,positive
"Absolute Barbecue!! Best known for its meat and food. Yes! Everything about this place is just daam. Say it be service or food or ambiance or food presentation!! One of the most recommended places for buffet. You have different types of sea food here.. and all are just finger licking good. Therefore, I give this place a high 5 score!",positive
Very polite staff..even performed a small dance...humble and fast service...I am a vegetarian but I heard from my fellow companions that non veg was great...I personally didn't like the veg food...it was just average...dessert was great..gulabjamun and rasmalai were yum,positive
It was a pleasant experience!! AB's stands out in all ways compared to the competition...they have consistently been good and that what's amazing!! I would recommend this over any other barbeque buffet. The exotic counter is just amazing...it would be better to have more people working it cause it's very crowded here and people get irritated on the wait. Our next table neighbour were complaining loudly about the service just cause of that so it's better fixing it.,positive
I love ABs sea food live grill. It's an adventure in itself. The starters are all my favourite. I love their sugarcane kebabs as well. The lil noodle bowl with squid octopus and Jamaican sauce is also a favourite. All in all one of the best places to visit. This was my first time visit to the Whitefield outlet and it is as good as the Marathalli one. There hospitality is one of the best.,positive
Friendly and courteous staff.. Alway good to visit this place.. Food is awesome as there is Brazilian festival going and they have lots off Verity... Most important is dance performance by staff was super And we played game as well which kept near entry gate... So over all spend very good time with friends..,positive
"Well I'm a big fan of Absolute Barbecue but this is my first time in AB's Whitefield branch and the experience was same it's awesome😍😍😍, it is my friends birthday party 🎊 and you people make my day, thanks for your courteous service. The celebration gift was very surprised, it's with ""GO GREEN"" concept. Thanks for your amazing work.. Great",positive
"Everyone knows how good is AB’s is. I need not say regular things but will definitely call out the courteous behaviour of the staff, and yes the presentation skills they are always at the top.",positive
I have been to this place a few days back. The food wasn’t exceptional. The service is just ok. The place was fully packed in the afternoon. It was a good experience.,positive
"Finally ticked this place off my bucket list two days ago! They deserve all the name and fame they have got completely!! Starters and desserts are absolutely brilliant. Main was also pretty good. Staffs are extremely well behaved and cooperative which makes your dineout experience even better. My friends celebrated my birthday here as well! Overall, it was a great experience and got added to my visit again list.",positive
"Went for office lunch... great ambience... great hospitality... Live counter was great... Nothing extraordinary about main course but starters and desserts were good... Chicken legs roast were a bit undercooked n raw inside... should take care of that... Complimentary drink was okay-ish. Thanks, team AB's",positive
"Went there with the team for early dinner, as always and like other outlet of AB’s this place is also good. Food taste is good as well as the menu. Best thing is the staff who will spoil you with there service and suggestions. Pradhan served us and he was very good. Bar also available...",positive
"The Black Pearl is really a lovely pirate themed restaurant. Food is really good. Buffet range is really exclusive and vast. One must try their Rum with fruit syrup as the cocktail. Manas, the Bengali attendant is really courteous and make the moments special. The restaurant is truly one of a kind.",positive
The place as an amazing ambience. The pirate theme and the decor is definitely top notch. The staff is very friendly and helpful. Definitely ask for a server named Karan at your table he's your guy! The starters have a good variety and they'll customize as per your will. They also have a live counter for starters. The deserts and drinks have a good menu which you definitely can't miss on!,positive
"In here for a diwalo dinner with friends. 15+ variety of starters raning From fish,chicken,mutton to squid ,octopus rabbit. Awesome ambience with live musical arrangement. Innumerable counters like gola ,pizza, ice creams are a big catch. The price is also quite reasonable compared to other buffets in Bangalore.Courtateous staffs well mannered and knowledgeable especially Manas. Thanks for an awesome evening. Food:5/5 Ambience:5/5 Staff:5/5 Decor:5/5",positive
"Visited this place on a Friday night with colleagues. Loved the ambience at the first sight itself. One of the finest buffet places in Bangalore I would say. Buffet had a wide variety of starters, chat, pizza, main course and very yummy desserts.",positive
A north Indian vegetarian writing this review. We have visited the marathalli branch before and as this one was more famous we decided to go here this time. To our disappointment it was nowhere like it's other center. Too congested. May be because of the location. You will have to take time to figure out where is what. Taste wise it's different from the other center. Hospitality also is not as exceptional like the other one. Overall as we had the same expectation like it's other branch we got disappointed but for first timers it's a good place to visit and have fun.,negative
Black pearl is one of the most classes buffer location in Bangalore got great range of starters both veg and non veg.... Along with like this theme and this is a food that this is very unique in nature and we don't get a lot of seafood in Bangalore..... Transfer delite I visited with bunch of my friends did you offer some discount over a large number of group and green pitch is gonna take all your attention.,positive
A very good buffet place to have a good dinner. I went to this place with my colleagues and I loved the place. The ambience was perfect and loved the singer. She had an amazing voice. Thanks for a very good experience. It was a Friday night and so it was very crowded.,positive
"Love the ambience, during dinner you will have live music. Starter 7/10 (chicken kebabs are good but hariyali is not upto the mark, prawn also good,must try chicken fried wings, you should try crispy corn here, it's good.) Main course 8/10 (biriyani was good, seefood fried rice also good, we got mango fish here that is macher aam tok.mutton was soft n tenderly well cooked.) Desserts 8/10 we had payesam here, custard was good,pan flavour ice cream roll also good.)",positive
We went here quite late so didn't had much time but still brought the starters fast enough to serve us. We liked the main course as it was quite delicious. Also the the dessert section was plentiful. Other live counters for chats and pizza was also fine but felt it could have been better. Our server Manas was very helpful and courteous. He made sure our food was prepared according to our taste. Overall this place is a must try for buffet lovers and has an amazing pirate themed ambience.,positive
Food is very good. Ambience is too good.Good decor and very courteous stuff. Good service from Shivlal and Vikram. Live music.Live counter as well. It is theme base restaurant where you get the feel of Pirates of the Caribbean. Lipsmacking food along with cocktail made the evening worth remembering.,positive
"The Black Pearl is really a lovely pirate themed restaurant. Food is really good. Buffet range is really exclusive and vast. One must try their Rum with fruit syrup as the cocktail. Manas, the Bengali attendant is really courteous and make the moments special. The restaurant is truly one of a kind.",positive
The place as an amazing ambience. The pirate theme and the decor is definitely top notch. The staff is very friendly and helpful. Definitely ask for a server named Karan at your table he's your guy! The starters have a good variety and they'll customize as per your will. They also have a live counter for starters. The deserts and drinks have a good menu which you definitely can't miss on!,positive
"In here for a diwalo dinner with friends. 15+ variety of starters raning From fish,chicken,mutton to squid ,octopus rabbit. Awesome ambience with live musical arrangement. Innumerable counters like gola ,pizza, ice creams are a big catch. The price is also quite reasonable compared to other buffets in Bangalore.Courtateous staffs well mannered and knowledgeable especially Manas. Thanks for an awesome evening. Food:5/5 Ambience:5/5 Staff:5/5 Decor:5/5",positive
"Visited this place on a Friday night with colleagues. Loved the ambience at the first sight itself. One of the finest buffet places in Bangalore I would say. Buffet had a wide variety of starters, chat, pizza, main course and very yummy desserts.",positive
A north Indian vegetarian writing this review. We have visited the marathalli branch before and as this one was more famous we decided to go here this time. To our disappointment it was nowhere like it's other center. Too congested. May be because of the location. You will have to take time to figure out where is what. Taste wise it's different from the other center. Hospitality also is not as exceptional like the other one. Overall as we had the same expectation like it's other branch we got disappointed but for first timers it's a good place to visit and have fun.,negative
Black pearl is one of the most classes buffer location in Bangalore got great range of starters both veg and non veg.... Along with like this theme and this is a food that this is very unique in nature and we don't get a lot of seafood in Bangalore..... Transfer delite I visited with bunch of my friends did you offer some discount over a large number of group and green pitch is gonna take all your attention.,positive
A very good buffet place to have a good dinner. I went to this place with my colleagues and I loved the place. The ambience was perfect and loved the singer. She had an amazing voice. Thanks for a very good experience. It was a Friday night and so it was very crowded.,positive
"Love the ambience, during dinner you will have live music. Starter 7/10 (chicken kebabs are good but hariyali is not upto the mark, prawn also good,must try chicken fried wings, you should try crispy corn here, it's good.) Main course 8/10 (biriyani was good, seefood fried rice also good, we got mango fish here that is macher aam tok.mutton was soft n tenderly well cooked.) Desserts 8/10 we had payesam here, custard was good,pan flavour ice cream roll also good.)",positive
We went here quite late so didn't had much time but still brought the starters fast enough to serve us. We liked the main course as it was quite delicious. Also the the dessert section was plentiful. Other live counters for chats and pizza was also fine but felt it could have been better. Our server Manas was very helpful and courteous. He made sure our food was prepared according to our taste. Overall this place is a must try for buffet lovers and has an amazing pirate themed ambience.,positive
Food is very good. Ambience is too good.Good decor and very courteous stuff. Good service from Shivlal and Vikram. Live music.Live counter as well. It is theme base restaurant where you get the feel of Pirates of the Caribbean. Lipsmacking food along with cocktail made the evening worth remembering.,positive
Over all it was great experience.,positive
One of the best pirate theme based restaurant in the Bangalore. Visited on last Saturday night with my friends. Food was delicious and mouth watering. Thanks for chilli prawns. Service was great. Everyone polite and attentive. Over all it was good experience.,positive
The starters need a lot of improvement. Chicken wings were dry and mutton doesnt have any flavor. Fish dishes were comparatively better. Main course was better than starters. Ample options for dessert lovers. The ambience is decent and staff are courteous.,negative
"Ahoy pirates! Welcome to the pirate world! You will be mesmerized with the enormity of this place and its pirate ship architecture. Till the time I was here, I had nothing but ""I'm a pirate"" song playing in my head😄. Food is amazing so are the mocktails and very courteous staffs who will go out of their way to make you happy!🙂 MUST VISIT!!",positive
"BBQ on table restaurant. Went for team lunch on August 21, 2019, booked a table for us. If you have been to a 5 star dine-in restaurants and enjoyed food in calm place, you will definitely not like this place. And if you have been to BBQ restaurant, you will like this. Good place who likes unlimited non-veg BBQs. Points which I don't like: 1. No AC 2. Pirate theme ambiance - too dark 3. Starters were spicy and full Orangee color 4. Chaotic 5. No peace to have relaxed food. 6. Didn't take all main course 7. Too crowded Points I like: 1. Complimentary unlimited mocktails for first 1 hour. 2. Staffs are good and helpful. 3. Dedicated parking is available But still I couldn't give more than 2 stars, sorry I have been to 5 star restaurants and expected a clam place to have food. Anyways best wishes for your services.",negative
A pirate themed restaurant. We went on a Saturday so the place was pretty chaotic. Buffet places mostly are chaotic. The food was really good. The kids enjoyed it's lot.,positive
Visited Black Pearl for a office dinner party. One of the best buffet options in marathahalli. Multiple starter and dessert options. Really happy with the service by Rajkumar. Looking forward to visiting it again.,positive
"The pirate theme of this restaurant is the thing that impressed me a lot,the food tasted good.The chicken,fish,prawns,mutton all tasted good and even the squid was good,the biryani did not have salt in it and the chocolate ball wasn't so good,the reamining deserts and main courses and chocolate sandwich were also good.In the beverages I just loved the blue ocean which was a kind of litchi juice.The ambience was also good.One staff member named rajkumar served us well.Overall was impressed by this place.It is a good place to visit for team meetings and family get togethers.",positive
"Went here for team lunch!! The buffet spread was quite good for both veg and non-veg !! Brahma did an amazing job while serving us. This place has a pirate themed ambience!! They have live pizza , pasta and Chaat corners. Dessert sections was really good.",positive
As all dr sheesha hookah was awesome ..didnt like the ambience that much as it was too closed n packed..they was serve beer n alcohol..food was nice ..staff was well behaved n knowledgeable..main point is its open 24/7 ..if u want todo hookah at night ..u can visit,positive
"1 star extra for being the first restaurant to serve hookah near E-city. Though the ambience is not very great , the fast service and great hookah compensate for it. The food was good as well. The restaurant claims to be opened till 5am but the last order was at 12am. The staff informed that the timings are for future , hope they follow it soon.",positive
As all dr sheesha hookah was awesome ..didnt like the ambience that much as it was too closed n packed..they was serve beer n alcohol..food was nice ..staff was well behaved n knowledgeable..main point is its open 24/7 ..if u want todo hookah at night ..u can visit,positive
"1 star extra for being the first restaurant to serve hookah near E-city. Though the ambience is not very great , the fast service and great hookah compensate for it. The food was good as well. The restaurant claims to be opened till 5am but the last order was at 12am. The staff informed that the timings are for future , hope they follow it soon.",positive
"I loved the food and ambience, along with some amazing music. My personal favourite is the Alfredo Pasta and Chicken 65 which were yummy 😋 Thanks to Pramod, for helping us choose the delicious foods👍🏻",positive
